,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time
653,48.0,100.0,0.7,80.0,16.0,82.0,0.3,1034.1,207.0,3.0,63.0,2018/12/13 8:00
654,51.0,106.0,0.7,80.0,16.0,83.0,1.0,1034.5,207.0,5.0,55.0,2018/12/13 9:00
655,50.0,105.0,0.7,82.0,15.0,99.0,1.2,1031.6,207.0,8.0,46.0,2018/12/13 16:00
656,42.0,83.0,0.6,92.0,15.0,97.0,0.3,1031.4,207.0,7.0,43.0,2018/12/13 17:00
657,47.0,100.0,0.7,96.0,14.0,95.0,0.2,1031.9,207.0,7.0,47.0,2018/12/13 18:00
658,52.0,106.0,0.6,91.0,15.0,94.0,0.3,1031.7,207.0,6.0,55.0,2018/12/13 19:00
659,58.0,117.0,0.6,33.0,14.0,93.0,0.3,1031.9,207.0,6.0,61.0,2018/12/13 20:00
660,75.0,144.0,0.7,68.0,15.0,92.0,0.2,1032.1,207.0,5.0,68.0,2018/12/13 21:00
661,71.0,127.0,0.7,41.0,15.0,89.0,0.6,1031.6,207.0,5.0,76.0,2018/12/13 22:00
662,64.0,124.0,0.6,98.0,14.0,86.0,0.5,1031.5,207.0,5.0,78.0,2018/12/13 23:00
663,50.0,104.0,0.6,79.0,15.0,85.0,1.0,1031.1,207.0,5.0,76.0,2018/12/14 0:00
664,50.0,101.0,0.6,61.0,14.0,84.0,1.6,1030.6,207.0,6.0,76.0,2018/12/14 1:00
665,48.0,96.0,0.7,58.0,14.0,84.0,0.5,1030.2,207.0,5.0,75.0,2018/12/14 2:00
666,49.0,97.0,0.7,60.0,15.0,83.0,0.7,1030.0,207.0,5.0,75.0,2018/12/14 3:00
667,46.0,94.0,0.6,59.0,15.0,82.0,0.3,1029.4,207.0,5.0,74.0,2018/12/14 4:00
668,48.0,98.0,0.6,59.0,15.0,84.0,0.9,1028.8,207.0,5.0,73.0,2018/12/14 5:00
669,46.0,92.0,0.6,63.0,14.0,84.0,0.8,1028.5,207.0,6.0,72.0,2018/12/14 6:00
670,44.0,88.0,0.6,73.0,15.0,83.0,0.9,1028.4,207.0,6.0,71.0,2018/12/14 7:00
671,42.0,84.0,0.6,64.0,15.0,85.0,0.9,1028.5,207.0,6.0,69.0,2018/12/14 8:00
672,41.0,83.0,0.6,65.0,15.0,85.0,1.1,1028.7,207.0,7.0,68.0,2018/12/14 9:00
673,44.0,91.0,0.7,71.0,14.0,87.0,1.6,1028.2,207.0,7.0,67.0,2018/12/14 10:00
674,44.0,93.0,0.6,72.0,15.0,88.0,0.6,1027.9,207.0,8.0,66.0,2018/12/14 11:00
675,50.0,104.0,0.7,75.0,15.0,89.0,0.8,1026.7,207.0,8.0,68.0,2018/12/14 12:00
676,50.0,106.0,0.7,93.0,15.0,83.0,0.2,1024.3,207.4,7.0,89.0,2018/12/14 17:00
677,56.0,114.0,0.7,64.0,17.0,89.0,0.5,1024.6,207.9,6.0,95.0,2018/12/14 18:00
678,54.0,117.0,0.7,78.0,16.0,89.0,0.5,1024.6,208.2,6.0,96.0,2018/12/14 19:00
679,55.0,110.0,0.7,49.0,16.0,87.0,0.4,1024.6,209.0,6.0,97.0,2018/12/14 20:00
680,49.0,100.0,0.7,98.0,16.0,84.0,0.1,1024.4,209.4,6.0,97.0,2018/12/14 21:00
681,51.0,104.0,0.7,96.0,16.0,82.0,0.4,1024.4,210.0,6.0,97.0,2018/12/14 22:00
682,55.0,123.0,0.7,93.0,15.0,83.0,0.8,1024.2,210.1,6.0,97.0,2018/12/14 23:00
683,86.0,178.0,0.7,89.0,15.0,81.0,0.7,1024.1,210.1,5.0,97.0,2018/12/15 0:00
684,91.0,176.0,0.6,83.0,14.0,79.0,1.1,1023.9,210.1,5.0,96.0,2018/12/15 1:00
685,98.0,202.0,0.6,78.0,15.0,77.0,0.6,1024.0,210.1,5.0,91.0,2018/12/15 2:00
686,93.0,178.0,0.7,64.0,15.0,74.0,1.9,1023.4,210.1,5.0,92.0,2018/12/15 3:00
687,111.0,211.0,0.6,59.0,15.0,73.0,0.3,1023.4,210.1,4.0,92.0,2018/12/15 4:00
688,123.0,243.0,0.7,61.0,15.0,73.0,0.4,1023.9,210.1,4.0,91.0,2018/12/15 5:00
689,118.0,236.0,0.6,54.0,15.0,72.0,0.9,1024.2,210.1,3.0,89.0,2018/12/15 6:00
690,120.0,228.0,0.7,64.0,15.0,73.0,0.7,1024.4,210.1,3.0,92.0,2018/12/15 7:00
691,123.0,244.0,0.6,63.0,15.0,74.0,0.6,1024.5,210.1,3.0,87.0,2018/12/15 8:00
692,112.0,222.0,0.7,71.0,15.0,80.0,2.1,1024.9,210.1,5.0,74.0,2018/12/15 9:00
693,112.0,214.0,0.7,66.0,15.0,82.0,1.3,1025.0,210.1,7.0,66.0,2018/12/15 10:00
694,111.0,214.0,0.7,57.0,15.0,85.0,0.6,1024.3,210.1,8.0,61.0,2018/12/15 11:00
695,109.0,215.0,0.7,58.0,15.0,90.0,0.4,1022.8,210.1,9.0,54.0,2018/12/15 12:00
696,105.0,192.0,0.7,53.0,16.0,44.0,0.7,1022.1,210.1,10.0,51.0,2018/12/15 13:00
697,107.0,205.0,0.7,53.0,15.0,46.0,0.8,1021.3,210.1,11.0,48.0,2018/12/15 14:00
698,104.0,204.0,0.7,68.0,15.0,80.0,1.6,1021.2,210.1,11.0,47.0,2018/12/15 15:00
699,114.0,230.0,0.7,64.0,14.0,42.0,0.8,1021.1,210.1,10.0,50.0,2018/12/15 16:00
700,108.0,210.0,0.7,92.0,15.0,100.0,0.1,1021.0,210.1,9.0,57.0,2018/12/15 17:00
701,105.0,209.0,0.7,92.0,16.0,100.0,0.2,1021.0,210.1,7.0,62.0,2018/12/15 18:00
702,112.0,214.0,0.8,37.0,17.0,97.0,0.2,1021.5,210.1,7.0,65.0,2018/12/15 19:00
703,104.0,210.0,0.7,77.0,17.0,100.0,0.7,1021.9,210.1,6.0,67.0,2018/12/15 20:00
704,115.0,219.0,0.8,73.0,18.0,98.0,0.3,1022.4,210.1,6.0,74.0,2018/12/15 21:00
705,122.0,239.0,0.7,99.0,15.0,92.0,0.8,1022.6,210.1,6.0,71.0,2018/12/15 22:00
706,128.0,271.0,0.7,99.0,16.0,84.0,0.2,1022.5,210.1,4.0,82.0,2018/12/15 23:00
707,147.0,315.0,0.8,100.0,19.0,81.0,0.2,1022.3,210.1,4.0,89.0,2018/12/16 0:00
708,147.0,296.0,0.7,32.0,17.0,84.0,0.3,1022.2,210.1,3.0,90.0,2018/12/16 1:00
709,150.0,331.0,0.8,97.0,17.0,79.0,0.1,1022.2,210.1,3.0,93.0,2018/12/16 2:00
710,159.0,327.0,0.8,91.0,17.0,79.0,0.1,1022.0,210.1,3.0,95.0,2018/12/16 3:00
711,165.0,357.0,0.7,93.0,16.0,77.0,0.3,1021.9,210.1,3.0,94.0,2018/12/16 4:00
712,172.0,349.0,0.8,97.0,17.0,79.0,0.3,1021.9,210.1,2.0,95.0,2018/12/16 5:00
713,172.0,371.0,0.8,92.0,17.0,75.0,0.3,1022.0,210.1,2.0,96.0,2018/12/16 6:00
714,180.0,367.0,1.0,32.0,21.0,83.0,0.7,1022.6,210.1,2.0,95.0,2018/12/16 7:00
715,118.0,217.0,0.9,96.0,22.0,90.0,0.3,1021.7,210.1,5.0,82.0,2018/12/16 8:00
716,119.0,217.0,1.1,43.0,21.0,100.0,0.6,1022.2,210.1,9.0,69.0,2018/12/16 9:00
717,108.0,197.0,1.2,78.0,25.0,106.0,0.7,1022.4,210.1,10.0,64.0,2018/12/16 10:00
718,92.0,165.0,1.1,78.0,16.0,106.0,1.1,1021.5,210.1,13.0,50.0,2018/12/16 11:00
719,85.0,148.0,1.2,57.0,16.0,114.0,0.5,1020.8,210.1,15.0,46.0,2018/12/16 12:00
720,80.0,144.0,1.2,71.0,16.0,122.0,0.8,1019.7,210.1,16.0,40.0,2018/12/16 13:00
721,56.0,105.0,1.1,88.0,14.0,116.0,0.5,1018.7,210.1,17.0,32.0,2018/12/16 14:00
722,49.0,98.0,1.0,80.0,15.0,45.0,0.4,1018.2,210.1,18.0,30.0,2018/12/16 15:00
723,55.0,104.0,1.1,90.0,16.0,123.0,0.1,1018.2,210.1,17.0,35.0,2018/12/16 16:00
724,56.0,109.0,0.9,32.0,16.0,117.0,0.3,1018.1,210.1,13.0,46.0,2018/12/16 17:00
725,67.0,119.0,1.0,31.0,18.0,110.0,0.2,1018.1,210.1,10.0,58.0,2018/12/16 18:00
726,74.0,141.0,0.8,68.0,18.0,106.0,0.4,1018.4,210.1,10.0,59.0,2018/12/16 19:00
727,79.0,153.0,0.8,34.0,18.0,98.0,0.1,1017.9,210.1,9.0,69.0,2018/12/16 20:00
728,100.0,185.0,1.1,57.0,27.0,108.0,0.2,1018.1,210.1,7.0,79.0,2018/12/16 21:00
729,85.0,161.0,1.0,43.0,21.0,112.0,0.1,1018.0,210.1,7.0,78.0,2018/12/16 22:00
730,91.0,163.0,1.1,64.0,80.0,92.0,0.1,1017.9,210.1,7.0,81.0,2018/12/16 23:00
731,83.0,162.0,1.0,91.0,20.0,82.0,0.3,1017.6,210.1,7.0,80.0,2018/12/17 0:00
732,93.0,167.0,1.0,46.0,22.0,90.0,0.5,1017.5,210.1,7.0,79.0,2018/12/17 1:00
733,85.0,159.0,0.9,39.0,18.0,88.0,0.2,1017.5,210.1,7.0,76.0,2018/12/17 2:00
734,79.0,152.0,1.1,51.0,19.0,84.0,0.3,1017.0,210.1,7.0,75.0,2018/12/17 3:00
735,76.0,128.0,0.8,51.0,17.0,84.0,0.3,1017.0,210.1,8.0,72.0,2018/12/17 4:00
736,75.0,132.0,0.8,91.0,16.0,84.0,0.2,1017.0,210.1,8.0,69.0,2018/12/17 5:00
737,72.0,133.0,0.8,43.0,16.0,90.0,0.6,1016.9,210.1,8.0,68.0,2018/12/17 6:00
738,77.0,140.0,0.9,43.0,17.0,88.0,0.4,1017.1,210.1,8.0,70.0,2018/12/17 7:00
739,74.0,143.0,0.9,33.0,17.0,89.0,0.2,1017.4,210.1,9.0,67.0,2018/12/17 8:00
740,79.0,140.0,0.9,51.0,19.0,95.0,0.3,1017.3,210.1,10.0,63.0,2018/12/17 9:00
741,68.0,130.0,0.8,83.0,17.0,97.0,0.4,1018.2,210.1,11.0,58.0,2018/12/17 10:00
742,78.0,140.0,0.9,64.0,17.0,101.0,0.4,1017.8,210.1,11.0,57.0,2018/12/17 11:00
743,82.0,153.0,0.9,96.0,18.0,103.0,0.6,1016.4,210.1,12.0,56.0,2018/12/17 12:00
744,82.0,145.0,0.9,45.0,19.0,107.0,0.5,1015.7,210.1,12.0,56.0,2018/12/17 13:00
745,70.0,124.0,0.9,38.0,17.0,102.0,0.5,1016.0,210.1,13.0,54.0,2018/12/17 14:00
746,58.0,111.0,0.9,45.0,19.0,111.0,1.7,1016.3,210.8,12.0,72.0,2018/12/17 15:00
747,28.0,50.0,0.8,66.0,15.0,106.0,0.3,1016.2,213.9,11.0,89.0,2018/12/17 16:00
748,26.0,45.0,0.7,92.0,15.0,108.0,0.9,1016.4,217.8,10.0,95.0,2018/12/17 17:00
749,32.0,68.0,0.8,53.0,16.0,106.0,0.3,1016.7,222.8,10.0,96.0,2018/12/17 18:00
750,38.0,81.0,0.8,78.0,17.0,108.0,0.7,1016.9,223.1,10.0,96.0,2018/12/17 19:00
751,44.0,85.0,0.9,56.0,17.0,96.0,0.2,1017.6,224.3,10.0,98.0,2018/12/17 20:00
752,39.0,79.0,0.9,96.0,17.0,100.0,0.6,1017.6,227.4,10.0,99.0,2018/12/17 21:00
753,38.0,74.0,0.8,68.0,16.0,89.0,0.2,1017.4,230.5,10.0,99.0,2018/12/17 22:00
754,37.0,74.0,0.7,86.0,15.0,84.0,0.2,1017.2,233.3,10.0,99.0,2018/12/17 23:00
755,37.0,71.0,0.8,47.0,15.0,87.0,0.1,1017.3,237.5,10.0,99.0,2018/12/18 0:00
756,37.0,74.0,0.7,62.0,16.0,88.0,0.2,1017.0,240.4,10.0,100.0,2018/12/18 1:00
757,37.0,76.0,0.8,74.0,17.0,91.0,0.4,1017.3,243.1,9.0,100.0,2018/12/18 2:00
758,38.0,76.0,0.7,86.0,17.0,90.0,0.2,1016.9,244.5,9.0,100.0,2018/12/18 3:00
759,37.0,75.0,0.7,33.0,15.0,93.0,0.3,1016.9,244.8,9.0,100.0,2018/12/18 4:00
760,41.0,80.0,0.7,82.0,15.0,82.0,0.1,1016.7,244.8,9.0,100.0,2018/12/18 5:00
761,40.0,80.0,0.7,70.0,14.0,81.0,0.3,1017.2,244.8,10.0,100.0,2018/12/18 6:00
762,44.0,94.0,0.7,100.0,16.0,85.0,0.1,1017.8,244.8,10.0,100.0,2018/12/18 7:00
763,45.0,96.0,0.7,32.0,16.0,90.0,0.3,1018.2,244.8,10.0,100.0,2018/12/18 8:00
764,40.0,76.0,0.7,93.0,15.0,95.0,0.6,1018.7,244.8,10.0,97.0,2018/12/18 9:00
765,40.0,83.0,0.7,91.0,15.0,98.0,0.5,1018.8,244.8,11.0,93.0,2018/12/18 10:00
766,42.0,88.0,0.7,98.0,17.0,96.0,0.4,1018.9,244.8,11.0,91.0,2018/12/18 11:00
767,41.0,83.0,0.7,83.0,15.0,99.0,0.8,1018.1,244.8,12.0,87.0,2018/12/18 12:00
768,40.0,85.0,0.6,66.0,15.0,84.0,0.8,1017.6,244.8,12.0,84.0,2018/12/18 13:00
769,45.0,92.0,0.7,63.0,15.0,94.0,0.6,1017.1,244.8,13.0,78.0,2018/12/18 14:00
770,52.0,107.0,0.8,92.0,15.0,97.0,0.4,1016.8,244.8,12.0,81.0,2018/12/18 15:00
771,47.0,96.0,0.7,74.0,16.0,99.0,0.4,1017.2,244.8,13.0,75.0,2018/12/18 16:00
772,60.0,115.0,0.7,99.0,16.0,93.0,0.2,1017.3,244.8,11.0,84.0,2018/12/18 17:00
773,81.0,145.0,0.8,74.0,16.0,95.0,0.1,1017.8,244.8,11.0,87.0,2018/12/18 18:00
774,88.0,167.0,0.8,59.0,17.0,99.0,0.3,1018.4,244.8,11.0,87.0,2018/12/18 19:00
775,106.0,196.0,0.9,67.0,17.0,84.0,0.1,1018.7,244.8,9.0,97.0,2018/12/18 20:00
776,98.0,183.0,1.0,98.0,19.0,81.0,0.1,1018.8,244.8,9.0,99.0,2018/12/18 21:00
777,96.0,172.0,0.8,70.0,18.0,83.0,0.4,1018.7,244.8,9.0,96.0,2018/12/18 22:00
778,98.0,188.0,0.8,80.0,18.0,80.0,0.3,1018.8,244.8,8.0,97.0,2018/12/18 23:00
779,101.0,200.0,0.8,94.0,18.0,80.0,0.3,1018.6,244.8,8.0,99.0,2018/12/19 0:00
780,100.0,196.0,0.8,87.0,16.0,78.0,0.3,1018.8,244.8,8.0,100.0,2018/12/19 1:00
781,98.0,191.0,0.8,76.0,16.0,73.0,0.2,1019.1,244.8,7.0,100.0,2018/12/19 2:00
782,92.0,161.0,0.8,65.0,17.0,70.0,0.2,1018.9,244.8,8.0,100.0,2018/12/19 3:00
783,91.0,162.0,0.7,87.0,16.0,77.0,0.2,1018.4,244.8,8.0,100.0,2018/12/19 4:00
784,83.0,152.0,0.8,82.0,16.0,78.0,0.4,1018.2,244.8,9.0,96.0,2018/12/19 5:00
785,78.0,143.0,0.8,91.0,17.0,80.0,0.5,1018.6,244.8,9.0,94.0,2018/12/19 6:00
786,77.0,140.0,0.9,93.0,19.0,83.0,0.1,1019.0,244.8,9.0,95.0,2018/12/19 7:00
787,85.0,150.0,0.9,77.0,19.0,85.0,0.3,1019.4,244.8,10.0,93.0,2018/12/19 8:00
788,68.0,126.0,0.8,83.0,17.0,86.0,0.4,1020.2,244.8,11.0,90.0,2018/12/19 9:00
789,73.0,131.0,0.8,76.0,18.0,96.0,0.5,1020.6,244.8,11.0,88.0,2018/12/19 10:00
790,63.0,122.0,0.8,54.0,16.0,99.0,0.6,1018.1,244.9,12.0,85.0,2018/12/19 16:00
791,60.0,114.0,0.8,35.0,16.0,98.0,0.4,1019.0,244.9,12.0,87.0,2018/12/19 17:00
792,90.0,183.0,0.8,89.0,17.0,93.0,0.3,1019.3,244.9,11.0,89.0,2018/12/19 18:00
793,98.0,192.0,0.9,73.0,16.0,92.0,1.0,1019.7,244.9,11.0,90.0,2018/12/19 19:00
794,85.0,165.0,0.8,75.0,17.0,96.0,0.2,1019.8,244.9,11.0,89.0,2018/12/19 20:00
795,92.0,183.0,0.8,72.0,16.0,94.0,0.2,1019.9,244.9,11.0,89.0,2018/12/19 21:00
796,103.0,189.0,0.8,45.0,17.0,95.0,0.4,1020.2,244.9,11.0,90.0,2018/12/19 22:00
797,112.0,200.0,0.8,98.0,17.0,83.0,0.4,1019.7,244.9,11.0,91.0,2018/12/19 23:00
798,108.0,193.0,0.8,86.0,15.0,92.0,0.2,1019.6,244.9,11.0,91.0,2018/12/20 0:00
799,106.0,201.0,0.8,72.0,16.0,90.0,0.8,1019.4,244.9,11.0,91.0,2018/12/20 1:00
800,112.0,201.0,0.8,100.0,17.0,82.0,0.2,1019.7,245.0,11.0,93.0,2018/12/20 2:00
801,130.0,250.0,0.8,94.0,16.0,84.0,0.8,1019.4,247.3,10.0,97.0,2018/12/20 3:00
802,121.0,219.0,0.7,85.0,16.0,81.0,0.4,1019.5,247.4,10.0,98.0,2018/12/20 4:00
803,105.0,209.0,0.7,71.0,15.0,85.0,1.3,1019.0,247.4,10.0,98.0,2018/12/20 5:00
804,90.0,165.0,0.6,64.0,15.0,86.0,0.6,1020.1,250.4,10.0,97.0,2018/12/20 6:00
805,70.0,131.0,0.7,70.0,15.0,88.0,0.5,1020.9,254.6,10.0,98.0,2018/12/20 7:00
806,84.0,159.0,0.7,60.0,15.0,40.0,1.2,1020.7,258.2,10.0,97.0,2018/12/20 8:00
807,78.0,152.0,0.7,70.0,15.0,90.0,0.2,1021.2,259.2,10.0,97.0,2018/12/20 9:00
808,76.0,144.0,0.8,63.0,15.0,87.0,2.4,1021.1,260.0,10.0,97.0,2018/12/20 10:00
809,96.0,183.0,0.8,78.0,15.0,87.0,0.8,1020.7,260.0,10.0,96.0,2018/12/20 11:00
810,92.0,184.0,0.8,78.0,16.0,83.0,0.5,1020.3,260.3,10.0,97.0,2018/12/20 12:00
811,88.0,169.0,0.7,68.0,16.0,83.0,1.2,1019.4,260.3,10.0,98.0,2018/12/20 13:00
812,102.0,193.0,0.8,79.0,16.0,82.0,0.8,1019.4,260.3,10.0,98.0,2018/12/20 14:00
813,122.0,249.0,0.8,71.0,16.0,81.0,0.3,1019.6,260.3,10.0,98.0,2018/12/20 15:00
814,100.0,182.0,0.8,63.0,16.0,82.0,0.5,1019.7,260.8,10.0,97.0,2018/12/20 16:00
815,143.0,273.0,0.8,77.0,17.0,82.0,0.2,1020.7,263.8,10.0,98.0,2018/12/20 17:00
816,160.0,315.0,0.9,77.0,17.0,82.0,0.4,1020.9,264.6,9.0,98.0,2018/12/20 18:00
817,251.0,494.0,0.8,63.0,16.0,81.0,1.0,1021.5,265.2,9.0,97.0,2018/12/20 19:00
818,132.0,241.0,0.8,53.0,16.0,82.0,1.9,1022.4,265.2,9.0,97.0,2018/12/20 20:00
819,137.0,286.0,0.8,68.0,16.0,80.0,0.8,1023.4,266.8,9.0,98.0,2018/12/20 21:00
820,128.0,258.0,0.8,59.0,16.0,81.0,0.6,1024.5,267.3,8.0,98.0,2018/12/20 22:00
821,150.0,293.0,0.8,62.0,16.0,81.0,1.0,1025.3,267.9,8.0,98.0,2018/12/20 23:00
822,158.0,319.0,0.8,71.0,16.0,80.0,0.3,1025.2,268.0,8.0,98.0,2018/12/21 0:00
823,132.0,280.0,0.7,59.0,16.0,80.0,0.5,1025.2,268.0,7.0,96.0,2018/12/21 1:00
824,160.0,335.0,0.8,67.0,16.0,80.0,0.2,1025.6,268.0,7.0,96.0,2018/12/21 2:00
825,168.0,345.0,0.8,68.0,16.0,77.0,0.9,1025.4,268.0,7.0,95.0,2018/12/21 3:00
826,169.0,348.0,0.8,63.0,16.0,77.0,0.8,1026.1,268.0,7.0,94.0,2018/12/21 4:00
827,170.0,343.0,1.0,77.0,18.0,77.0,0.2,1026.6,268.0,6.0,90.0,2018/12/21 5:00
828,172.0,349.0,1.1,70.0,18.0,74.0,0.2,1026.8,268.0,5.0,92.0,2018/12/21 6:00
829,164.0,365.0,1.1,78.0,18.0,78.0,0.6,1027.3,268.0,5.0,94.0,2018/12/21 7:00
830,162.0,323.0,1.0,85.0,18.0,81.0,0.7,1028.5,268.0,7.0,83.0,2018/12/21 8:00
831,162.0,302.0,1.0,88.0,17.0,83.0,1.7,1029.0,268.0,7.0,76.0,2018/12/21 9:00
832,164.0,323.0,1.2,100.0,18.0,93.0,0.2,1029.2,268.0,9.0,67.0,2018/12/21 10:00
833,144.0,267.0,1.0,96.0,18.0,101.0,0.9,1028.6,268.0,10.0,56.0,2018/12/21 11:00
834,126.0,234.0,0.8,83.0,16.0,112.0,0.5,1027.9,268.0,12.0,49.0,2018/12/21 12:00
835,92.0,172.0,0.7,69.0,15.0,54.0,2.5,1027.6,268.0,11.0,40.0,2018/12/21 13:00
836,76.0,144.0,0.7,68.0,15.0,86.0,1.2,1027.0,268.0,12.0,33.0,2018/12/21 14:00
837,85.0,159.0,0.7,67.0,15.0,49.0,2.8,1027.2,268.0,12.0,37.0,2018/12/21 15:00
838,52.0,107.0,0.7,74.0,15.0,40.0,1.6,1022.4,268.1,11.0,58.0,2018/12/21 16:00
839,41.0,83.0,0.7,67.0,15.0,42.0,0.5,1022.2,268.1,10.0,59.0,2018/12/21 17:00
840,44.0,89.0,0.7,78.0,14.0,106.0,1.4,1021.5,268.1,10.0,61.0,2018/12/21 18:00
841,45.0,96.0,0.7,68.0,14.0,92.0,1.1,1020.7,268.1,10.0,60.0,2018/12/21 19:00
842,45.0,88.0,0.7,70.0,15.0,95.0,0.5,1020.8,268.1,9.0,62.0,2018/12/21 20:00
843,52.0,105.0,0.7,90.0,15.0,95.0,0.7,1020.4,268.1,9.0,65.0,2018/12/21 21:00
844,58.0,117.0,0.7,38.0,16.0,96.0,0.3,1020.1,268.1,9.0,66.0,2018/12/21 22:00
845,50.0,102.0,0.7,98.0,16.0,94.0,0.5,1019.8,268.1,9.0,63.0,2018/12/21 23:00
846,51.0,102.0,0.7,88.0,15.0,91.0,0.2,1019.3,268.1,9.0,67.0,2018/12/22 0:00
847,52.0,106.0,0.7,90.0,15.0,89.0,0.5,1019.9,268.1,9.0,70.0,2018/12/22 1:00
848,51.0,110.0,0.7,92.0,15.0,89.0,0.9,1020.1,268.1,9.0,71.0,2018/12/22 2:00
849,49.0,101.0,0.7,85.0,15.0,84.0,0.6,1019.3,268.9,7.0,85.0,2018/12/22 3:00
850,51.0,105.0,0.7,83.0,16.0,86.0,0.7,1018.7,268.9,7.0,83.0,2018/12/22 4:00
851,52.0,109.0,0.6,84.0,15.0,84.0,0.5,1018.1,269.1,7.0,83.0,2018/12/22 5:00
852,57.0,115.0,0.7,84.0,16.0,85.0,0.6,1018.3,269.1,8.0,80.0,2018/12/22 6:00
853,56.0,114.0,0.7,30.0,16.0,85.0,0.1,1018.5,269.1,8.0,79.0,2018/12/22 7:00
854,57.0,114.0,0.7,71.0,18.0,89.0,0.9,1018.8,269.1,8.0,78.0,2018/12/22 8:00
855,57.0,115.0,0.7,37.0,16.0,88.0,0.3,1019.4,269.1,9.0,77.0,2018/12/22 9:00
856,63.0,119.0,0.7,99.0,17.0,89.0,0.5,1019.2,269.2,9.0,77.0,2018/12/22 10:00
857,60.0,111.0,0.7,85.0,15.0,88.0,0.5,1018.7,269.2,10.0,75.0,2018/12/22 11:00
858,92.0,171.0,0.8,68.0,16.0,90.0,0.9,1017.7,269.2,9.0,83.0,2018/12/22 12:00
859,100.0,178.0,0.7,89.0,16.0,88.0,0.2,1017.0,269.2,9.0,85.0,2018/12/22 13:00
860,101.0,178.0,0.7,81.0,17.0,88.0,1.2,1016.8,269.2,9.0,88.0,2018/12/22 14:00
861,105.0,184.0,0.7,99.0,16.0,86.0,0.2,1016.9,269.7,8.0,94.0,2018/12/22 15:00
862,97.0,178.0,0.7,96.0,16.0,84.0,1.5,1017.2,270.0,8.0,95.0,2018/12/22 16:00
863,103.0,180.0,0.7,96.0,16.0,84.0,0.3,1017.6,270.2,8.0,95.0,2018/12/22 17:00
864,109.0,210.0,0.7,94.0,16.0,82.0,0.2,1017.6,270.9,8.0,96.0,2018/12/22 18:00
865,101.0,182.0,0.7,99.0,16.0,84.0,0.4,1017.7,272.0,8.0,97.0,2018/12/22 19:00
866,105.0,191.0,0.7,91.0,17.0,83.0,0.4,1018.1,273.1,8.0,97.0,2018/12/22 20:00
867,100.0,185.0,0.7,84.0,16.0,80.0,0.3,1018.3,273.9,8.0,97.0,2018/12/22 21:00
868,102.0,189.0,0.7,82.0,16.0,80.0,0.2,1018.6,274.8,8.0,97.0,2018/12/22 22:00
869,62.0,119.0,0.7,80.0,16.0,80.0,0.6,1018.6,275.3,8.0,98.0,2018/12/22 23:00
870,52.0,114.0,0.6,78.0,15.0,78.0,0.3,1018.7,276.1,8.0,98.0,2018/12/23 0:00
871,48.0,100.0,0.7,64.0,15.0,81.0,0.2,1019.1,277.4,8.0,98.0,2018/12/23 1:00
872,45.0,91.0,0.6,55.0,15.0,82.0,0.5,1019.4,278.0,8.0,97.0,2018/12/23 2:00
873,46.0,93.0,0.6,48.0,14.0,69.0,0.8,1019.6,278.7,8.0,97.0,2018/12/23 3:00
874,39.0,80.0,0.6,48.0,15.0,64.0,0.6,1019.6,278.8,8.0,96.0,2018/12/23 4:00
875,34.0,68.0,0.6,44.0,14.0,40.0,1.3,1019.3,278.8,8.0,96.0,2018/12/23 5:00
876,36.0,78.0,0.6,40.0,14.0,54.0,0.9,1019.6,278.8,7.0,95.0,2018/12/23 6:00
877,40.0,76.0,0.6,49.0,14.0,42.0,1.7,1019.9,278.8,7.0,96.0,2018/12/23 7:00
878,32.0,57.0,0.6,56.0,15.0,82.0,1.5,1020.5,278.8,7.0,96.0,2018/12/23 8:00
879,36.0,68.0,0.7,60.0,16.0,90.0,0.7,1021.4,279.9,7.0,96.0,2018/12/23 9:00
880,47.0,94.0,0.7,66.0,15.0,91.0,0.7,1021.5,281.0,7.0,95.0,2018/12/23 10:00
881,48.0,101.0,0.6,65.0,16.0,90.0,0.8,1020.9,281.6,7.0,95.0,2018/12/23 11:00
882,95.0,178.0,0.8,66.0,15.0,82.0,0.7,1019.9,285.0,7.0,95.0,2018/12/23 14:00
883,69.0,130.0,0.7,56.0,14.0,85.0,0.6,1020.2,285.1,7.0,93.0,2018/12/23 15:00
884,44.0,85.0,0.6,54.0,16.0,82.0,2.7,1021.3,285.8,7.0,93.0,2018/12/23 16:00
885,25.0,44.0,0.7,49.0,15.0,74.0,1.0,1022.5,287.4,6.0,91.0,2018/12/23 17:00
886,28.0,46.0,0.6,54.0,14.0,83.0,2.2,1023.0,288.2,5.0,94.0,2018/12/23 18:00
887,36.0,65.0,0.6,52.0,15.0,83.0,0.9,1023.6,288.5,5.0,93.0,2018/12/23 19:00
888,40.0,79.0,0.6,48.0,15.0,50.0,1.0,1024.3,288.9,5.0,92.0,2018/12/23 20:00
889,38.0,72.0,0.6,43.0,14.0,39.0,1.2,1024.4,289.2,5.0,90.0,2018/12/23 21:00
890,38.0,75.0,0.6,51.0,14.0,39.0,0.9,1025.3,289.5,4.0,92.0,2018/12/23 22:00
891,36.0,66.0,0.6,44.0,15.0,39.0,1.5,1025.9,289.9,4.0,90.0,2018/12/23 23:00
892,35.0,62.0,0.6,44.0,15.0,40.0,1.3,1025.8,290.2,4.0,91.0,2018/12/24 0:00
