,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time,gkPM2.5
906,52,110,0.6,60,16,82,1.3,1030.5,290.8,3,73,2018/12/24 18:00,36
907,52,107,0.6,54,16,81,1,1031.5,290.8,3,75,2018/12/24 19:00,39
908,48,100,0.6,57,15,82,1.2,1031.9,290.8,3,71,2018/12/24 20:00,39
909,40,78,0.6,52,14,81,1.2,1032.4,290.8,3,71,2018/12/24 21:00,34
910,39,72,0.6,52,14,81,3.9,1033,290.8,2,75,2018/12/24 22:00,44
911,44,87,0.6,41,14,41,1.5,1034.1,290.8,2,79,2018/12/24 23:00,44
912,44,84,0.6,41,15,39,1.4,1034.5,290.8,1,71,2018/12/25 0:00,36
913,48,96,0.5,40,15,40,1.7,1034.5,290.8,1,74,2018/12/25 1:00,40
914,48,94,0.6,40,15,40,0.8,1034.7,290.8,0,72,2018/12/25 2:00,29
915,51,106,0.6,37,15,39,1.7,1034.9,290.8,0,70,2018/12/25 3:00,27
916,59,122,0.6,39,15,73,2.7,1035.4,290.8,0,71,2018/12/25 4:00,32
917,60,124,0.6,46,14,73,0.8,1035.7,290.8,0,69,2018/12/25 5:00,30
918,65,137,0.6,45,15,73,0.3,1036.4,290.8,0,65,2018/12/25 6:00,36
919,93,176,0.7,57,15,70,0.9,1037.4,290.8,-1,72,2018/12/25 7:00,39
920,84,159,0.7,69,16,74,0.5,1038.4,290.8,-1,66,2018/12/25 8:00,40
921,57,117,0.6,49,15,73,1.4,1039.1,290.8,-1,56,2018/12/25 9:00,39
922,25,42,0.6,56,15,80,1.1,1039.2,290.9,0,32,2018/12/25 10:00,47
923,23,45,0.6,46,14,43,2.7,1038.5,290.9,0,31,2018/12/25 11:00,46
924,26,45,0.6,43,15,40,1.7,1037.6,290.9,1,32,2018/12/25 12:00,54
925,20,36,0.6,51,14,78,2.1,1036.5,290.9,1,29,2018/12/25 13:00,62
926,14,23,0.6,42,14,41,1.7,1036.2,290.9,1,29,2018/12/25 14:00,64
927,19,40,0.6,49,15,49,1.2,1036.4,290.9,1,29,2018/12/25 15:00,57
928,16,27,0.6,48,14,81,0.8,1036.9,290.9,1,29,2018/12/25 16:00,52
929,17,32,0.5,46,14,76,1,1036.9,290.9,-1,33,2018/12/25 17:00,57
930,19,36,0.5,54,15,81,0.6,1037.2,290.9,-1,36,2018/12/25 18:00,48
931,27,50,0.6,67,14,80,0.5,1037.8,290.9,-2,41,2018/12/25 19:00,60
932,26,44,0.6,65,15,80,1.1,1038.1,290.9,-2,40,2018/12/25 20:00,62
933,36,67,0.6,63,15,78,0.5,1038.4,290.9,-2,41,2018/12/25 21:00,51
934,31,59,0.6,60,15,76,2.5,1038.4,290.9,-2,39,2018/12/25 22:00,61
935,36,67,0.6,63,15,75,1,1038.5,290.9,-2,41,2018/12/25 23:00,49
936,33,66,0.5,50,15,73,0.6,1038.6,290.9,-3,37,2018/12/26 0:00,29
937,34,63,0.6,54,15,73,0.4,1038.9,290.9,-3,38,2018/12/26 1:00,15
938,38,75,0.6,55,15,73,1,1039.3,290.9,-3,41,2018/12/26 2:00,18
939,39,85,0.6,63,15,73,0.3,1038.8,290.9,-3,40,2018/12/26 3:00,17
940,50,98,0.6,67,14,73,0.5,1038.4,290.9,-3,43,2018/12/26 4:00,8
941,46,97,0.7,80,15,73,1.1,1038.5,290.9,-3,41,2018/12/26 5:00,7
942,48,101,0.6,68,15,73,0.5,1038.9,290.9,-4,45,2018/12/26 6:00,14
943,46,94,0.6,78,15,73,0.8,1039.1,290.9,-4,42,2018/12/26 7:00,19
944,41,87,0.6,78,16,75,1.5,1038.8,290.9,-2,38,2018/12/26 8:00,16
945,39,71,0.6,63,15,80,1.5,1039.6,290.9,-1,30,2018/12/26 9:00,14
946,33,59,0.6,73,15,82,1.3,1039.9,290.9,0,28,2018/12/26 10:00,9
947,44,91,0.7,66,15,82,1.5,1039.2,290.9,0,30,2018/12/26 11:00,26
948,43,83,0.6,78,15,81,0.7,1038.2,290.9,0,39,2018/12/26 18:00,8
949,36,67,0.6,68,15,81,1.3,1037.6,290.9,0,37,2018/12/26 19:00,7
950,41,76,0.6,70,15,81,0.7,1038.4,290.9,0,38,2018/12/26 20:00,9
951,37,87,0.6,69,14,81,1.1,1038.6,290.9,0,38,2018/12/26 21:00,15
952,39,71,0.6,72,15,80,1,1038.6,290.9,0,38,2018/12/26 22:00,11
953,46,101,0.6,70,15,79,1.2,1038.6,290.9,0,41,2018/12/26 23:00,10
954,43,89,0.6,71,15,79,0.8,1038.8,290.9,0,42,2018/12/27 0:00,10
955,44,93,0.6,59,14,76,1.4,1038.2,290.9,0,39,2018/12/27 1:00,11
956,46,88,0.6,62,14,75,1,1038,290.9,0,39,2018/12/27 2:00,10
957,45,89,0.6,56,15,75,2.4,1038.2,290.9,0,37,2018/12/27 3:00,10
958,46,94,0.6,56,15,75,0.7,1037.9,290.9,0,39,2018/12/27 4:00,8
959,48,98,0.6,57,14,74,0.8,1037.5,290.9,-1,43,2018/12/27 5:00,9
960,48,100,0.6,64,14,74,0.6,1038.1,290.9,-1,46,2018/12/27 6:00,18
961,50,109,0.6,65,15,74,0.8,1038.7,290.9,-1,45,2018/12/27 7:00,21
962,53,110,0.6,97,16,80,0.7,1038.6,290.9,0,47,2018/12/27 8:00,16
963,51,110,0.6,86,15,81,0.7,1038.9,290.9,0,44,2018/12/27 9:00,21
964,50,104,0.7,86,15,81,0.8,1039,290.9,1,44,2018/12/27 10:00,29
965,50,96,0.7,83,16,83,0.4,1038.3,290.9,1,46,2018/12/27 11:00,10
966,50,105,0.7,67,16,81,0.3,1037.1,290.9,0,54,2018/12/27 12:00,13
967,52,114,0.6,67,15,82,0.8,1036.5,290.9,0,65,2018/12/27 13:00,17
968,61,131,0.6,77,15,82,0.3,1037,290.9,0,82,2018/12/27 14:00,19
969,70,141,0.7,87,15,81,0.5,1037.4,290.9,0,89,2018/12/27 15:00,25
970,67,135,0.6,82,15,81,1.1,1037.2,290.9,0,90,2018/12/27 16:00,27
971,68,141,0.6,78,15,79,0.1,1037.6,290.9,-1,90,2018/12/27 17:00,30
972,63,136,0.6,80,15,79,0.3,1038.1,290.9,-1,90,2018/12/27 18:00,26
973,46,91,0.6,67,15,82,0.5,1038.4,290.9,-1,91,2018/12/27 19:00,26
974,50,97,0.6,73,15,80,0.7,1038.5,290.9,-1,92,2018/12/27 20:00,24
975,45,91,0.6,62,15,80,0.3,1038.1,290.9,-1,87,2018/12/27 21:00,19
976,51,101,0.6,63,16,79,0.4,1038.9,290.9,-1,87,2018/12/27 22:00,20
977,52,109,0.6,61,16,77,0.8,1038.4,290.9,-1,85,2018/12/27 23:00,16
978,55,117,0.6,72,15,74,0.7,1037.8,290.9,-2,87,2018/12/28 0:00,19
979,56,120,0.6,80,15,74,0.3,1037.6,290.9,-2,90,2018/12/28 1:00,22
980,56,113,0.6,71,15,73,0.4,1037.6,290.9,-2,87,2018/12/28 2:00,24
981,60,122,0.6,75,15,74,0.1,1037.4,290.9,-2,87,2018/12/28 3:00,18
982,74,145,0.6,79,16,74,0.4,1036.9,290.9,-2,89,2018/12/28 4:00,29
983,92,196,0.6,79,16,73,0.4,1037.1,290.9,-2,88,2018/12/28 5:00,38
984,75,148,0.6,78,16,71,0.2,1037.3,290.9,-2,87,2018/12/28 6:00,43
985,72,144,0.6,80,16,73,0.4,1037.4,290.9,-2,87,2018/12/28 7:00,50
986,68,141,0.6,81,16,74,0.6,1038.2,290.9,-1,82,2018/12/28 8:00,60
987,64,135,0.6,78,16,75,0.3,1038.5,290.9,0,78,2018/12/28 9:00,52
988,59,127,0.6,66,15,81,0.5,1038.3,290.9,1,72,2018/12/28 10:00,24
989,61,127,0.7,89,16,84,0.5,1037.8,290.9,2,74,2018/12/28 11:00,24
990,60,119,0.6,65,15,86,0.5,1036.8,290.9,3,71,2018/12/28 12:00,19
991,53,110,0.6,60,15,84,0.4,1035.7,290.9,2,68,2018/12/28 13:00,17
992,47,91,0.6,65,15,88,1.7,1035.2,290.9,6,57,2018/12/28 14:00,13
993,60,126,0.6,74,15,87,0.9,1035.3,290.9,3,67,2018/12/28 15:00,12
994,54,115,0.6,78,16,86,0.2,1035.9,290.9,3,66,2018/12/28 16:00,12
995,52,106,0.6,94,16,88,0.2,1036.3,290.9,3,69,2018/12/28 17:00,19
996,54,118,0.6,73,16,86,0.2,1036.1,290.9,2,71,2018/12/28 18:00,19
997,50,110,0.6,74,15,83,0.7,1036.2,290.9,2,71,2018/12/28 19:00,20
998,56,113,0.6,72,15,81,0.7,1036.5,290.9,2,72,2018/12/28 20:00,27
999,60,122,0.6,75,15,82,0.7,1036.7,290.9,2,69,2018/12/28 21:00,18
1000,66,132,0.6,33,15,82,0.2,1036.9,290.9,2,73,2018/12/28 22:00,27
1001,90,167,0.6,92,16,81,0.1,1037.1,290.9,2,74,2018/12/28 23:00,28
1002,97,193,0.6,84,15,81,0.3,1036.9,290.9,1,72,2018/12/29 0:00,27
1003,84,170,0.6,72,15,76,0.2,1036.9,290.9,1,72,2018/12/29 1:00,25
1004,67,139,0.6,56,14,81,1.3,1037.1,290.9,1,64,2018/12/29 2:00,29
1005,69,137,0.6,55,15,81,0.9,1036.7,290.9,1,64,2018/12/29 3:00,31
1006,68,140,0.6,55,15,78,0.3,1036.2,290.9,1,67,2018/12/29 4:00,37
1007,72,139,0.6,57,15,77,0.5,1035.7,290.9,1,69,2018/12/29 5:00,42
1008,64,133,0.6,55,14,79,0.8,1036.4,290.9,1,65,2018/12/29 6:00,44
1009,66,136,0.6,64,14,80,1.3,1037.2,290.9,1,66,2018/12/29 7:00,34
1010,64,136,0.6,79,15,81,0.4,1037.7,290.9,1,67,2018/12/29 8:00,38
1011,57,124,0.6,61,15,82,1.2,1038,290.9,1,61,2018/12/29 9:00,28
1012,68,128,0.6,76,16,86,1.1,1037.8,290.9,4,53,2018/12/29 10:00,25
1013,82,149,0.7,68,15,89,1.3,1037.1,290.9,5,51,2018/12/29 11:00,33
1014,69,135,0.7,71,14,94,1.6,1035.7,290.9,6,45,2018/12/29 12:00,40
1015,88,167,0.8,67,15,100,0.5,1034.9,290.9,7,40,2018/12/29 13:00,30
1016,75,139,0.7,63,15,98,0.8,1034.1,290.9,6,36,2018/12/29 14:00,34
1017,64,122,0.6,46,14,49,0.7,1034.4,290.9,6,35,2018/12/29 15:00,32
1018,55,111,0.6,62,14,60,0.8,1034.4,290.9,5,34,2018/12/29 16:00,41
1019,58,119,0.6,67,15,90,0.5,1034.6,290.9,3,40,2018/12/29 17:00,44
1020,69,136,0.6,84,15,88,0.7,1035.4,290.9,2,47,2018/12/29 18:00,32
1021,56,127,0.6,77,15,85,0.6,1035.4,290.9,1,50,2018/12/29 19:00,33
1022,61,128,0.6,74,15,84,0.5,1035.6,290.9,1,57,2018/12/29 20:00,30
1023,67,135,0.6,86,15,87,0.8,1035.1,290.9,1,59,2018/12/29 21:00,28
1024,73,143,0.6,82,14,84,0.4,1035.5,290.9,1,63,2018/12/29 22:00,30
1025,80,143,0.6,91,15,86,1,1035.5,290.9,1,64,2018/12/29 23:00,29
1026,88,166,0.6,95,15,84,0.3,1036,290.9,1,66,2018/12/30 0:00,32
1027,92,170,0.7,76,15,81,0.3,1035.6,290.9,1,65,2018/12/30 1:00,30
1028,96,192,0.7,64,15,81,0.2,1036,290.9,1,63,2018/12/30 2:00,25
1029,106,196,0.6,78,16,81,0.5,1035.3,290.9,1,64,2018/12/30 3:00,35
1030,104,202,0.7,71,15,81,0.6,1035.1,290.9,1,66,2018/12/30 4:00,26
1031,116,231,0.7,75,16,80,0.8,1034.8,290.9,1,67,2018/12/30 5:00,26
1032,128,252,0.7,84,14,81,0.7,1034.8,290.9,1,68,2018/12/30 6:00,38
1033,120,244,0.7,94,15,81,0.5,1035,290.9,1,68,2018/12/30 7:00,38
1034,114,224,0.7,80,16,80,1.1,1035,290.9,1,62,2018/12/30 8:00,38
1035,111,226,0.7,82,15,81,2,1035.4,290.9,2,60,2018/12/30 9:00,42
1036,105,196,0.7,94,15,86,0.4,1035.4,290.9,2,54,2018/12/30 10:00,36
1037,114,227,0.7,65,17,98,0.6,1034.7,290.9,3,50,2018/12/30 11:00,41
1038,102,195,0.7,72,15,88,1.1,1033.6,290.9,3,46,2018/12/30 12:00,34
1039,96,192,0.7,70,15,88,0.7,1032.6,290.9,3,44,2018/12/30 13:00,38
1040,96,197,0.7,87,15,88,1,1032,290.9,4,43,2018/12/30 14:00,34
1041,103,200,0.8,65,17,101,0.5,1031.9,290.9,4,40,2018/12/30 15:00,36
1042,92,200,0.7,52,16,94,0.5,1032.1,290.9,4,37,2018/12/30 16:00,39
1043,100,193,0.7,67,16,93,0.6,1032.6,290.9,4,39,2018/12/30 17:00,33
1044,116,226,0.8,92,16,91,0.4,1032.3,290.9,3,45,2018/12/30 18:00,35
1045,135,252,0.7,96,16,91,0.4,1032.4,290.9,3,54,2018/12/30 19:00,27
1046,141,291,0.7,100,15,88,0.9,1032.7,290.9,3,59,2018/12/30 20:00,22
1047,155,300,0.7,91,16,86,0.8,1032.6,290.9,3,61,2018/12/30 21:00,24
1048,156,312,0.7,87,15,83,0.4,1032.5,290.9,3,63,2018/12/30 22:00,23
1049,155,322,0.7,95,16,82,0.3,1032.4,290.9,3,64,2018/12/30 23:00,26
1050,160,317,0.7,99,16,83,0.4,1032.3,290.9,3,65,2018/12/31 0:00,26
1051,166,328,0.7,91,16,81,0.3,1032.3,290.9,3,66,2018/12/31 1:00,31
1052,170,341,0.7,92,16,81,0.2,1032.1,290.9,3,67,2018/12/31 2:00,28
1053,180,361,0.7,98,17,81,0.2,1031.5,290.9,3,67,2018/12/31 3:00,36
1054,167,332,0.7,98,16,81,0.7,1031.3,290.9,3,67,2018/12/31 4:00,34
1055,172,361,0.8,94,16,81,0.7,1031,290.9,3,68,2018/12/31 5:00,58
1056,176,340,0.8,95,17,81,0.2,1031.2,290.9,3,69,2018/12/31 6:00,55
1057,171,336,0.8,100,16,82,0.4,1031.4,290.9,3,71,2018/12/31 7:00,46
1058,159,308,0.7,97,16,83,1.3,1032.3,290.9,4,71,2018/12/31 8:00,38
1059,148,287,0.7,68,17,88,0.5,1033,290.9,4,70,2018/12/31 9:00,43
1060,141,283,0.8,47,18,89,0.6,1032.9,290.9,5,68,2018/12/31 10:00,41
1061,152,293,0.8,92,16,89,0.6,1032.1,290.9,5,67,2018/12/31 11:00,34
1062,142,282,0.7,78,15,88,1.5,1030.8,290.9,6,66,2018/12/31 12:00,28
1063,136,262,0.8,30,18,97,0.5,1029.7,290.9,6,67,2018/12/31 13:00,31
1064,135,262,0.7,96,16,90,1.1,1029,290.9,6,68,2018/12/31 14:00,28
1065,122,227,0.7,87,16,90,0.3,1028.7,291,6,69,2018/12/31 15:00,24
1066,116,222,0.7,85,15,90,1.3,1028.7,291,6,70,2018/12/31 16:00,35
1067,112,206,0.7,33,15,89,0.4,1028.9,291,6,71,2018/12/31 17:00,27
1068,116,237,0.7,66,17,90,0.6,1029.1,291,6,72,2018/12/31 18:00,27
1069,124,252,0.7,94,16,90,0.4,1029.2,291,6,72,2018/12/31 19:00,32
1070,124,244,0.8,81,16,90,0.9,1029.1,291,6,72,2018/12/31 20:00,36
1071,123,235,0.8,94,17,89,0.6,1029.3,291,6,73,2018/12/31 21:00,41
1072,109,197,0.7,80,17,87,0.4,1028.1,291,6,74,2018/12/31 22:00,38
1073,110,211,0.7,55,16,88,0.6,1026.4,291,6,74,2018/12/31 23:00,57
1074,120,231,0.7,48,17,86,1,1026.9,291.8,5,87,2019/1/1 1:00,54
1075,117,215,0.8,75,15,87,0.6,1025.9,292.8,5,92,2019/1/1 2:00,48
1076,116,228,0.7,99,17,84,0.3,1025.7,294.9,5,94,2019/1/1 3:00,47
1077,110,213,0.7,67,17,82,0.5,1025.9,298.6,5,96,2019/1/1 4:00,49
1078,106,204,0.8,82,16,84,0.5,1026.1,300.6,5,97,2019/1/1 5:00,54
1079,119,223,0.7,90,16,81,0.3,1026,303.9,5,98,2019/1/1 6:00,46
1080,124,240,0.8,91,16,80,0.3,1025.9,305.6,5,98,2019/1/1 7:00,39
1081,136,253,0.8,88,16,79,0.9,1026.5,305.9,5,98,2019/1/1 8:00,42
1082,139,276,0.7,91,16,80,0.9,1027.5,306.6,5,98,2019/1/1 9:00,38
1083,127,249,0.8,85,17,80,1.1,1027,307.4,6,96,2019/1/1 10:00,57
1084,90,184,0.8,77,16,76,0.5,1024.7,307.5,5,96,2019/1/1 17:00,52
1085,60,132,0.7,84,15,79,0.6,1025.6,307.5,5,97,2019/1/1 18:00,54
1086,52,106,0.7,79,15,77,0.9,1025.8,307.5,5,97,2019/1/1 19:00,44
1087,64,126,0.7,77,16,76,0.2,1025.7,307.5,5,97,2019/1/1 20:00,43
1088,48,106,0.7,75,16,75,0.5,1026.3,307.5,4,97,2019/1/1 21:00,45
1089,57,122,0.7,80,15,76,0.3,1026.3,307.5,4,97,2019/1/1 22:00,48
1090,53,117,0.6,74,17,75,0.3,1026,307.5,4,98,2019/1/1 23:00,63
1091,55,122,0.7,67,16,75,1.3,1026.2,307.5,4,99,2019/1/2 0:00,69
1092,63,140,0.7,65,15,74,1.1,1026,307.5,4,99,2019/1/2 1:00,59
1093,67,140,0.8,65,16,73,0.7,1026.1,307.5,4,99,2019/1/2 2:00,70
1094,72,153,0.8,68,16,73,0.4,1026.1,307.5,3,98,2019/1/2 3:00,74
1095,70,137,0.8,71,15,73,1,1026.1,307.5,3,98,2019/1/2 4:00,73
1096,74,159,0.8,57,15,73,0.5,1026.1,307.5,3,97,2019/1/2 5:00,81
1097,81,165,0.8,60,16,73,0.2,1026.1,307.5,3,98,2019/1/2 6:00,82
1098,100,196,0.8,66,16,73,0.5,1026.1,307.5,3,98,2019/1/2 7:00,87
1099,104,209,0.8,73,16,74,1.1,1026.7,307.5,3,98,2019/1/2 8:00,82
1100,124,254,0.8,78,16,76,0.4,1027.1,307.5,3,97,2019/1/2 9:00,81
1101,136,300,0.8,80,16,77,0.2,1027.4,307.5,4,96,2019/1/2 10:00,80
1102,151,344,0.9,86,17,81,0.4,1027.1,307.5,4,98,2019/1/2 11:00,80
1103,164,365,0.8,89,17,82,0.6,1026,307.5,4,98,2019/1/2 12:00,77
1104,151,306,0.8,84,16,81,0.6,1025.2,307.5,4,98,2019/1/2 13:00,79
1105,157,334,0.8,81,18,82,1,1024.8,307.5,4,97,2019/1/2 14:00,78
1106,172,366,0.8,80,16,83,0.4,1025.2,307.5,4,97,2019/1/2 15:00,80
1107,146,297,0.8,88,15,81,0.1,1025.7,307.5,4,98,2019/1/2 16:00,84
1108,121,240,0.8,84,16,80,1.6,1025.9,307.5,3,98,2019/1/2 17:00,86
1109,121,244,0.9,92,16,80,0.4,1026.8,307.6,3,98,2019/1/2 18:00,103
1110,91,175,0.8,82,17,78,0.8,1027.2,307.6,3,97,2019/1/2 19:00,108
1111,111,232,1,81,17,77,0.5,1027.4,307.6,2,98,2019/1/2 20:00,110
1112,122,241,1,84,17,75,0.4,1027.6,307.6,2,97,2019/1/2 21:00,118
1113,112,213,0.8,82,16,75,0.7,1028.2,307.6,2,98,2019/1/2 22:00,116
1114,84,158,0.8,76,15,74,1.4,1028.2,307.6,2,98,2019/1/2 23:00,119
1115,94,195,0.9,77,16,74,1.3,1028.1,307.6,2,98,2019/1/3 0:00,118
1116,103,206,0.8,70,16,74,0.4,1028.4,307.6,2,98,2019/1/3 1:00,124
1117,120,252,0.9,69,16,73,1,1028.6,307.6,2,98,2019/1/3 2:00,126
1118,101,223,0.8,68,17,73,0.9,1028.2,307.6,2,97,2019/1/3 3:00,124
1119,120,260,0.8,71,16,73,0.7,1028.4,307.6,2,98,2019/1/3 4:00,130
1120,115,253,0.8,69,15,73,1,1028.8,307.6,2,98,2019/1/3 5:00,129
1121,109,228,0.8,71,17,73,0.7,1029.8,307.6,2,98,2019/1/3 6:00,118
1122,108,230,0.8,72,17,73,0.2,1029.8,307.6,2,99,2019/1/3 7:00,113
1123,93,182,0.8,74,15,72,0.3,1029.1,307.6,2,98,2019/1/3 8:00,109
1124,97,201,0.8,73,16,73,0.3,1029.2,307.6,2,97,2019/1/3 9:00,105
1125,130,297,0.9,81,18,75,0.4,1029.5,307.6,3,95,2019/1/3 10:00,104
1126,114,239,0.8,76,16,76,1.8,1028.3,307.6,3,90,2019/1/3 11:00,106
1127,88,184,0.7,84,17,82,1.2,1027.9,307.6,3,88,2019/1/3 12:00,95
1128,74,158,0.7,92,15,87,0.9,1027.3,307.6,4,82,2019/1/3 13:00,99
1129,81,174,0.7,82,16,85,0.8,1026.8,307.6,4,82,2019/1/3 14:00,84
1130,79,158,0.8,88,16,86,0.4,1027.2,307.6,4,83,2019/1/3 15:00,80
1131,81,165,0.8,75,15,87,0.9,1027.7,307.6,4,84,2019/1/3 16:00,83
1132,83,184,0.8,100,16,85,0.9,1028.3,307.6,4,86,2019/1/3 17:00,78
1133,94,193,0.9,45,16,83,0.8,1028.1,307.6,4,89,2019/1/3 18:00,83
1134,88,175,0.8,73,16,86,0.5,1027.8,307.6,4,88,2019/1/3 19:00,85
1135,76,159,0.8,96,15,81,0.2,1027.3,307.6,4,89,2019/1/3 20:00,89
1136,72,148,0.7,97,15,81,0.4,1027.2,307.6,4,89,2019/1/3 21:00,80
1137,76,150,0.7,98,16,82,0.4,1027.2,307.6,4,90,2019/1/3 22:00,68
1138,79,161,0.7,98,15,80,0.6,1026.8,307.6,4,92,2019/1/3 23:00,73
1139,66,145,0.7,87,16,77,0.4,1027.1,307.6,4,92,2019/1/4 0:00,75
1140,84,165,0.7,32,16,78,0.3,1027.3,307.6,4,92,2019/1/4 1:00,67
1141,71,140,0.7,86,15,77,0.3,1027.3,307.6,4,91,2019/1/4 2:00,69
1142,72,140,0.7,93,15,75,0.3,1026.2,307.6,4,92,2019/1/4 3:00,62
1143,78,152,0.7,88,15,77,1,1026.2,307.6,4,92,2019/1/4 4:00,59
1144,88,172,0.6,76,15,74,0.2,1025.9,307.6,4,95,2019/1/4 5:00,63
1145,97,211,0.6,81,15,79,0.3,1025.3,307.6,5,93,2019/1/4 6:00,62
1146,100,213,0.7,86,15,77,0.3,1025.3,307.6,5,93,2019/1/4 7:00,64
1147,94,174,0.7,85,16,80,1.6,1025.5,307.6,5,91,2019/1/4 8:00,76
1148,77,145,0.7,80,15,81,0.8,1026.1,307.6,5,88,2019/1/4 9:00,71
1149,60,123,0.6,74,15,85,0.9,1026.9,307.6,6,82,2019/1/4 10:00,68
1150,71,130,0.7,73,15,86,1,1026.4,307.6,6,81,2019/1/4 11:00,96
1151,64,123,0.7,78,14,84,0.9,1025.8,307.6,6,81,2019/1/4 12:00,98
1152,84,153,0.6,87,16,86,0.5,1025.1,307.6,6,82,2019/1/4 13:00,57
1153,91,191,0.7,100,16,87,0.3,1025,307.6,6,84,2019/1/4 14:00,63
1154,93,178,0.7,93,15,86,0.7,1024.9,307.7,6,85,2019/1/4 15:00,45
1155,111,208,0.7,96,15,84,0.6,1025.1,307.7,6,88,2019/1/4 16:00,52
1156,118,236,0.7,98,17,84,0.7,1025.9,307.7,5,93,2019/1/4 17:00,46
1157,92,170,0.7,87,15,83,0.9,1026,307.7,5,96,2019/1/4 18:00,33
1158,84,163,0.7,89,15,83,1,1026.6,307.7,5,96,2019/1/4 19:00,26
1159,78,148,0.6,82,16,82,0.6,1026.9,307.8,5,96,2019/1/4 20:00,36
1160,80,153,0.6,84,15,83,0.7,1026.9,307.8,5,96,2019/1/4 21:00,28
1161,83,157,0.7,77,16,81,0.1,1027.7,307.8,5,94,2019/1/4 22:00,42
1162,86,153,0.7,86,17,82,0.4,1028.1,307.8,5,96,2019/1/4 23:00,34
1163,76,152,0.7,77,17,81,0.6,1028.2,307.8,4,97,2019/1/5 0:00,33
1164,71,139,0.6,59,17,83,0.4,1028.2,307.8,4,94,2019/1/5 1:00,37
1165,66,133,0.6,58,17,81,0.1,1028.5,307.8,4,93,2019/1/5 2:00,53
1166,77,148,0.6,57,17,80,0.2,1028.5,307.8,4,92,2019/1/5 3:00,48
1167,66,133,0.6,61,17,78,0.6,1028.3,307.8,4,93,2019/1/5 4:00,39
1168,94,175,0.7,81,16,78,0.2,1028.8,307.8,4,94,2019/1/5 5:00,44
1169,103,214,0.7,69,16,79,0.7,1028.6,307.8,4,93,2019/1/5 6:00,54
1170,132,271,0.8,81,16,80,0.6,1029.2,307.8,4,90,2019/1/5 7:00,66
1171,144,295,0.7,78,16,79,0.4,1029.7,307.8,4,89,2019/1/5 8:00,73
1172,125,231,0.7,76,16,82,0.6,1030.4,307.8,4,82,2019/1/5 9:00,79
1173,130,266,0.7,81,16,84,0.5,1030.8,307.8,5,79,2019/1/5 10:00,93
1174,139,269,0.7,78,16,85,0.7,1030.9,307.8,5,75,2019/1/5 11:00,102
1175,153,306,0.8,70,15,88,1.4,1029.8,307.8,6,71,2019/1/5 12:00,101
1176,196,410,0.8,74,16,89,0.8,1029.4,307.8,5,69,2019/1/5 13:00,104
1177,193,395,0.8,84,16,90,0.8,1029.1,307.9,6,67,2019/1/5 14:00,103
1178,185,377,0.9,85,16,95,0.8,1029.7,307.9,5,61,2019/1/5 15:00,99
1179,168,341,0.7,97,17,96,0.6,1029.9,307.9,5,53,2019/1/5 16:00,87
1180,132,261,0.7,82,16,97,1.3,1031.7,307.9,5,57,2019/1/5 19:00,56
1181,108,211,0.7,90,16,93,1.8,1031.8,307.9,5,58,2019/1/5 20:00,76
1182,89,178,0.7,90,15,90,1,1032.3,307.9,5,63,2019/1/5 21:00,86
1183,80,149,0.7,84,15,85,0.5,1032.5,307.9,4,64,2019/1/5 22:00,55
1184,77,140,0.7,87,15,84,0.5,1032.9,307.9,4,65,2019/1/5 23:00,49
1185,61,123,0.7,71,14,82,0.6,1033.5,307.9,3,61,2019/1/6 0:00,61
1186,53,107,0.6,65,14,81,0.5,1032.8,307.9,3,62,2019/1/6 1:00,68
1187,49,102,0.7,68,14,81,0.5,1032.9,307.9,3,64,2019/1/6 2:00,80
1188,58,122,0.6,58,17,81,0.9,1033.1,307.9,1,90,2019/1/6 3:00,80
1189,61,128,0.6,58,16,79,0.4,1032.8,307.9,0,96,2019/1/6 4:00,84
1190,60,127,0.6,59,15,76,0.3,1032.9,307.9,0,96,2019/1/6 5:00,75
1191,56,118,0.6,60,15,74,0.1,1032.7,307.9,0,98,2019/1/6 6:00,87
1192,52,107,0.6,75,16,76,0.6,1032.8,307.9,0,98,2019/1/6 7:00,72
1193,55,115,0.6,73,16,76,0.4,1032.8,307.9,0,98,2019/1/6 8:00,79
1194,56,128,0.7,74,14,80,0.6,1032.7,307.9,0,98,2019/1/6 9:00,81
1195,55,128,0.6,77,16,77,0.5,1032.7,307.9,1,97,2019/1/6 10:00,127
1196,53,110,0.7,74,16,75,0.6,1031.9,307.9,1,97,2019/1/6 11:00,85
1197,58,130,0.6,81,16,77,0.7,1030.3,307.9,1,97,2019/1/6 12:00,69
1198,59,127,0.7,76,15,76,0.4,1028.6,307.9,1,96,2019/1/6 13:00,56
1199,58,126,0.7,83,16,79,0.6,1027.9,307.9,1,96,2019/1/6 14:00,62
1200,53,111,0.6,84,16,79,0.7,1027.8,307.9,1,97,2019/1/6 15:00,61
1201,52,107,0.6,90,15,80,0.5,1027.5,307.9,1,97,2019/1/6 16:00,78
1202,52,110,0.6,96,14,80,0.5,1027,308,1,98,2019/1/6 17:00,80
1203,59,119,0.7,100,15,82,0.3,1026.9,308.8,1,97,2019/1/6 18:00,84
1204,57,117,0.6,100,15,81,0.4,1027,309,1,97,2019/1/6 19:00,68
